school_id,school,name_long,founded_year,school_type,city,zip_code,state,statecode,region,division,country,academic_year,gender,enroll_num,enroll_share
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2021_22,male,51,48.6
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2021_22,oth,0,0
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2020_21,male,32,34.4
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2020_21,female,57,54.3
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2021_22,female,78,60.5
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2017_18,male,40,43
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2020_21,female,61,65.59999999999999
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2019_20,male,47,44.8
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2019_20,male,40,43
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2020_21,male,55,42.3
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2017_18,female,68,54.4
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2017_18,female,44,41.9
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2021_22,male,51,39.5
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2021_22,female,54,51.4
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2017_18,female,53,57
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2018_19,male,53,50.5
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2020_21,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2017_18,oth,0,0
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2018_19,male,52,42.6
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2019_20,male,54,43.2
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2018_19,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2018_19,oth,0,0
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2019_20,female,53,57
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2017_18,oth,0,0
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2017_18,oth,0,0
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2018_19,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2018_19,female,52,49.5
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2021_22,female,61,65.59999999999999
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2018_19,female,70,57.4
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2018_19,male,34,36.6
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2019_20,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2019_20,female,58,55.2
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2017_18,male,57,45.6
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2019_20,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2021_22,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2019_20,oth,0,0
20,Nova Southeastern University,Nova Southeastern University College of Dental Medicine,1997,Private,Fort Lauderdale,33314,Florida,FL,South,South Atlantic,US,2020_21,oth,0,0
105,LECOM College of Dental Medicine,LECOM College of Dental Medicine,2012,Private,Bradenton,34211,Florida,FL,South,South Atlantic,US,2017_18,male,61,58.1
18,University of Florida,University of Florida College of Dentistry,1971,Public,Gainesville,32610,Florida,FL,South,South Atlantic,US,2018_19,female,59,63.4
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2020_21,female,55,57.3
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2018_19,oth,0,0
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2019_20,oth,0,0
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2017_18,male,53,55.2
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2020_21,male,41,42.7
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2019_20,male,40,41.7
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2021_22,male,51,53.1
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2020_21,oth,0,0
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2021_22,female,45,46.9
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2018_19,female,49,51
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2017_18,oth,0,0
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2018_19,male,47,49
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2019_20,female,56,58.3
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2017_18,female,43,44.8
22,Augusta University,The Dental College of Georgia at Augusta University,1969,Public,Augusta,30912,Georgia,GA,South,South Atlantic,US,2021_22,oth,0,0
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2021_22,female,41,48.8
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2019_20,male,44,54.3
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2019_20,female,37,45.7
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2020_21,female,50,61
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2021_22,male,43,51.2
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2017_18,female,37,45.7
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2017_18,oth,0,0
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2020_21,oth,0,0
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2020_21,male,32,39
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2017_18,male,44,54.3
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2019_20,oth,0,0
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2018_19,female,37,45.1
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2021_22,oth,0,0
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2018_19,male,45,54.9
32,University of Iowa,University of Iowa College of Dentistry,1882,Public,Iowa City,52242,Iowa,IA,Midwest,West North Central,US,2018_19,oth,0,0
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2017_18,female,29,42
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2021_22,male,26,37.1
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2017_18,male,24,47.1
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2021_22,female,44,62.9
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2019_20,female,21,42
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2019_20,oth,0,0
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2018_19,female,23,46
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2017_18,female,27,52.9
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2021_22,oth,0,0
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2020_21,female,35,50
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2021_22,oth,0,0
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2019_20,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2020_21,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2018_19,oth,0,0
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2018_19,oth,0,0
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2017_18,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2019_20,female,83,61.5
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2020_21,male,23,46
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2017_18,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2018_19,male,68,51.9
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2019_20,male,35,50
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2018_19,oth,0,0
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2020_21,oth,0,0
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2020_21,female,27,54
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2019_20,female,35,50
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2017_18,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2019_20,male,52,38.5
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2018_19,female,63,48.1
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2020_21,female,91,65
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2021_22,female,92,65.7
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2020_21,male,35,50
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2021_22,male,48,34.3
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2018_19,female,38,54.3
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2019_20,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2017_18,male,69,53.1
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2019_20,male,29,58
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2017_18,male,40,58
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2021_22,male,21,42
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2018_19,male,27,54
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2021_22,oth,0,0
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2020_21,male,49,35
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2018_19,male,32,45.7
101,Midwestern University - IL,Midwestern University College of Dental Medicine- Illinois,2011,Private,Downers Grove,60515,Illinois,IL,Midwest,East North Central,US,2017_18,female,61,46.9
27,Southern Illinois University,Southern Illinois University School of Dental Medicine,1972,Public,Alton,62002,Illinois,IL,Midwest,East North Central,US,2021_22,female,29,58
28,"University of Illinois, Chicago",University of Illinois at Chicago College of Dentistry,1891,Public,Chicago,60612,Illinois,IL,Midwest,East North Central,US,2020_21,oth,0,0
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2021_22,oth,0,0
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2021_22,female,64,62.1
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2018_19,oth,2,1.9
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2020_21,male,38,36.2
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2017_18,female,53,49.1
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2019_20,female,54,51.4
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2017_18,oth,0,0
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2020_21,oth,0,0
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2017_18,male,55,50.9
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2020_21,female,67,63.8
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2021_22,male,39,37.9
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2019_20,oth,0,0
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2019_20,male,51,48.6
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2018_19,male,44,41.5
30,Indiana University,Indiana University School of Dentistry,1879,Public,Indianapolis,46202,Indiana,IN,Midwest,East North Central,US,2018_19,female,60,56.6
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2018_19,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2021_22,female,70,58.3
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2017_18,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2017_18,oth,0,0
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2018_19,male,27,41.5
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2019_20,male,29,44.6
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2018_19,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2019_20,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2018_19,male,61,50.8
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2020_21,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2017_18,female,58,48.3
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2021_22,oth,0,0
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2021_22,male,26,40
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2019_20,oth,0,0
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2021_22,female,39,60
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2021_22,male,50,41.7
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2018_19,female,38,58.5
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2019_20,female,36,55.4
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2021_22,oth,0,0
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2017_18,male,30,46.2
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2017_18,female,35,53.8
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2019_20,female,65,54.2
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2020_21,female,33,50.8
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2018_19,female,59,49.2
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2020_21,male,32,49.2
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2019_20,male,55,45.8
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2020_21,female,75,62
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2020_21,male,46,38
33,University of Kentucky,University of Kentucky College of Dentistry,1962,Public,Lexington,40536,Kentucky,KY,South,East South Central,US,2020_21,oth,0,0
34,University of Louisville,University of Louisville School of Dentistry,1887,Public,Louisville,40202,Kentucky,KY,South,East South Central,US,2017_18,male,62,51.7
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2017_18,female,30,46.2
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2017_18,oth,0,0
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2018_19,male,34,45.3
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2019_20,oth,0,0
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2019_20,male,30,39.5
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2019_20,female,46,60.5
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2020_21,oth,0,0
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2018_19,female,41,54.7
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2018_19,oth,0,0
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2020_21,male,43,56.6
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2020_21,female,33,43.4
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2021_22,female,47,62.7
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2021_22,oth,0,0
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2021_22,male,28,37.3
36,LSU Health Sciences Center,LSU Health Sciences Center School of Dentistry,1968,Public,New Orleans,70119,Louisiana,LA,South,West South Central,US,2017_18,male,35,53.8
40,Harvard University,Harvard University School of Dental Medicine,1867,Private,Boston,02115,Massachusetts,MA,Northeast,New England,US,2019_20,male,10,28.6
41,Boston University,Boston University Goldman School of Dental Medicine,1963,Private,Boston,02118,Massachusetts,MA,Northeast,New England,US,2018_19,female,57,48.7
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2021_22,male,65,31.7
41,Boston University,Boston University Goldman School of Dental Medicine,1963,Private,Boston,02118,Massachusetts,MA,Northeast,New England,US,2017_18,oth,0,0
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2018_19,female,113,55.7
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2020_21,male,75,35.7
41,Boston University,Boston University Goldman School of Dental Medicine,1963,Private,Boston,02118,Massachusetts,MA,Northeast,New England,US,2017_18,female,60,51.3
41,Boston University,Boston University Goldman School of Dental Medicine,1963,Private,Boston,02118,Massachusetts,MA,Northeast,New England,US,2019_20,male,64,54.7
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2018_19,oth,0,0
40,Harvard University,Harvard University School of Dental Medicine,1867,Private,Boston,02115,Massachusetts,MA,Northeast,New England,US,2017_18,female,17,48.6
40,Harvard University,Harvard University School of Dental Medicine,1867,Private,Boston,02115,Massachusetts,MA,Northeast,New England,US,2019_20,female,25,71.40000000000001
40,Harvard University,Harvard University School of Dental Medicine,1867,Private,Boston,02115,Massachusetts,MA,Northeast,New England,US,2017_18,oth,0,0
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2019_20,male,80,39.6
42,Tufts University,Tufts University School of Dental Medicine,1868,Private,Boston,02111,Massachusetts,MA,Northeast,New England,US,2018_19,male,90,44.3
41,Boston University,Boston University Goldman School of Dental Medicine,1963,Private,Boston,02118,Massachusetts,MA,Northeast,New England,US,2021_22,oth,0,0
40,Harvard University,Harvard University School of Dental Medicine,1867,Private,Boston,02115,Massachusetts,MA,Northeast,New England,US,2021_22,male,11,31.4
